date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016-07-01 00:00:00,0.6155987153152651,0.4549428338960728,0.6289801782556677,0.4675096790343303,0.5565764992684863,0.6137650103979538,0.6910176320171663
2016-07-01 01:00:00,0.6127076623320401,0.4594485440930541,0.6264583183018757,0.4648782915086286,0.550278763400676,0.6207833526509776,0.6362329675922095
2016-07-01 02:00:00,0.6011434812623875,0.43691996905785485,0.6214381682817476,0.4596886117653685,0.5125954840430011,0.5861444585547602,0.6362329675922095
2016-07-01 03:00:00,0.5996979599146495,0.45043711568232725,0.6214381682817476,0.46231999929107026,0.5156927348227905,0.599954734476357,0.5814682574604971
2016-07-01 04:00:00,0.6054800453056013,0.45043711568232725,0.6264583183018757,0.4675096790343303,0.521990495305362,0.599954734476357,0.5196557975809077
2016-07-01 05:00:00,0.6112621409843022,0.46395425429003523,0.6273067949156249,0.47269935659921736,0.5408837521383151,0.6207833526509776,0.5042026826110102
2016-07-01 06:00:00,0.6445091731332714,0.5180228568214537,0.6415423410593339,0.4908997811763263,0.6415444886331372,0.731039178428047,0.5365064746921488
2016-07-01 07:00:00,0.6502912688119723,0.5405514398734172,0.6457375843531685,0.5091002057534353,0.6478422245009474,0.813900833957628,0.5435342320660694
2016-07-01 08:00:00,0.6098166196365642,0.5225285670184349,0.649084351033254,0.5194795608832093,0.42773072898658143,0.6345936285725744,0.5140455566415751
2016-07-01 09:00:00,0.5881553419672513,0.49098856357250886,0.6365221910392058,0.4934580712155116,0.3993392511977973,0.6207833526509776,0.4297721787114119
2016-07-01 10:00:00,0.5968284803414281,0.49098856357250886,0.6381955743792486,0.49608945874121335,0.42773072898658143,0.6481774959097206,0.48034420241909237
2016-07-01 11:00:00,0.6141531939675272,0.49098856357250886,0.6432157272089949,0.49608945874121335,0.4780094800798768,0.6481774959097206,0.4831393267017803
2016-07-01 12:00:00,0.5910463949504764,0.49098856357250886,0.634000331085414,0.49608945874121335,0.4151352326361998,0.6551958381627444,0.464891087449195
2016-07-01 13:00:00,0.5910463949504764,0.4999999839664713,0.6331754215495022,0.5246692384480963,0.44342350073151376,0.6757980477529144,0.45225308913594214
2016-07-01 14:00:00,0.5996979599146495,0.5180228568214537,0.649084351033254,0.532417214765661,0.38684698915564697,0.6345936285725744,0.47189889052987133
2016-07-01 15:00:00,0.5996979599146495,0.5315400034459261,0.6499092605691658,0.532417214765661,0.3899442399354365,0.6551958381627444,0.42695710013547966
2016-07-01 16:00:00,0.5809277249408125,0.4819771271450176,0.6315020382094595,0.4908997811763263,0.3930414907152259,0.6481774959097206,0.47050132838852754
2016-07-01 17:00:00,0.5924919162982143,0.4774714169480364,0.6298286548694169,0.4857101036114393,0.44022299102873186,0.6481774959097206,0.4634735710146068
